wav,frame_idx,time_s,token,label,prob,pred,prob_calib,pred_calib
./chunk_4Tanya/chunk_4.wav,51,1.377,क,0,0.5841328501701355,0,0.5760339254412028,1
./chunk_4Tanya/chunk_4.wav,52,1.404,क,0,0.6014458537101746,0,0.5942985988434673,1
./chunk_4Tanya/chunk_4.wav,53,1.431,क,0,0.1241853013634681,0,0.10917612853490836,0
./chunk_4Tanya/chunk_4.wav,54,1.458,अ,0,0.1230193823575973,0,0.10808278682923156,0
./chunk_4Tanya/chunk_4.wav,55,1.485,अ,0,0.1951300650835037,0,0.1770457667172678,0
./chunk_4Tanya/chunk_4.wav,56,1.512,र,1,0.6912661194801331,0,0.6890501572349059,1
./chunk_4Tanya/chunk_4.wav,57,1.539,र,0,0.5082538723945618,0,0.4961783235670624,0
./chunk_4Tanya/chunk_4.wav,58,1.566,अ,0,0.5831910371780396,0,0.5750406260110136,1
./chunk_4Tanya/chunk_4.wav,59,1.593,अ,0,0.0337985903024673,0,0.027452717025260157,0
./chunk_4Tanya/chunk_4.wav,60,1.62,न,1,0.1078052744269371,0,0.09389188566011879,0
./chunk_4Tanya/chunk_4.wav,61,1.647,न,0,0.2371888905763626,0,0.21833142063648522,0
./chunk_4Tanya/chunk_4.wav,62,1.674,ग,0,0.7601823210716248,1,0.7614016897763016,1
./chunk_4Tanya/chunk_4.wav,63,1.701,ग,0,0.6160156726837158,0,0.6096746372791747,1
./chunk_4Tanya/chunk_4.wav,64,1.728,भ,0,0.6196765899658203,0,0.6135385305027377,1
./chunk_4Tanya/chunk_4.wav,65,1.755,भ,0,0.4365829527378082,0,0.42128850987957633,0
./chunk_4Tanya/chunk_4.wav,66,1.782,इ,0,0.4622863829135895,0,0.4480664240133554,0
./chunk_4Tanya/chunk_4.wav,67,1.809,इ,0,0.4683274328708648,0,0.45437402739197125,0
./chunk_4Tanya/chunk_4.wav,68,1.836,इ,0,0.2169340699911117,0,0.19836349281547516,0
./chunk_4Tanya/chunk_4.wav,69,1.863,इ,0,0.1883745342493057,0,0.17048067934248232,0
./chunk_4Tanya/chunk_4.wav,70,1.89,उ,0,0.338442325592041,0,0.3201532933786538,0
./chunk_4Tanya/chunk_4.wav,71,1.917,उ,0,0.234900876879692,0,0.21606825616258185,0
./chunk_4Tanya/chunk_4.wav,72,1.944,उ,0,0.5986137390136719,0,0.5913102262234149,1
./chunk_4Tanya/chunk_4.wav,73,1.971,उ,0,0.7455522418022156,1,0.7460906083797879,1
./chunk_4Tanya/chunk_4.wav,74,1.998,ड,1,0.8190971612930298,1,0.8226556302158531,1
./chunk_4Tanya/chunk_4.wav,75,2.025,ड,0,0.3083122968673706,0,0.2895423259066462,0
./chunk_4Tanya/chunk_4.wav,76,2.052,ड,0,0.4417524933815002,0,0.4266660071604089,0
./chunk_4Tanya/chunk_4.wav,77,2.079,ड,0,0.3767040371894836,0,0.35934589376994724,0
./chunk_4Tanya/chunk_4.wav,78,2.106,ड,0,0.8277315497398376,1,0.8315638949681863,1
./chunk_4Tanya/chunk_4.wav,79,2.133,ड,0,0.3029767572879791,0,0.28414697940728895,0
./chunk_4Tanya/chunk_4.wav,80,2.16,ग,0,0.1155416443943977,0,0.10108996589761014,0
./chunk_4Tanya/chunk_4.wav,81,2.187,ग,0,0.1135531142354011,0,0.09923617120504996,0
./chunk_4Tanya/chunk_4.wav,82,2.214,अ,0,0.0689699649810791,0,0.05839850227624862,0
./chunk_4Tanya/chunk_4.wav,83,2.241,अ,0,0.1469690799713134,0,0.1306962804373175,0
./chunk_4Tanya/chunk_4.wav,84,2.268,य,1,0.786949872970581,1,0.7893222670407715,1
./chunk_4Tanya/chunk_4.wav,85,2.295,य,0,0.1875034868717193,0,0.1696356122581971,0
./chunk_4Tanya/chunk_4.wav,86,2.322,अ,0,0.0829372629523277,0,0.07103031392675106,0
./chunk_4Tanya/chunk_4.wav,87,2.349,अ,0,0.2190360128879547,0,0.2004285062686392,0
./chunk_4Tanya/chunk_4.wav,88,2.376,अ,0,0.4839145243167877,0,0.4706713387483127,0
./chunk_4Tanya/chunk_4.wav,89,2.403,अ,0,0.2113032639026641,0,0.19284005492307524,0
./chunk_4Tanya/chunk_4.wav,116,3.132,क,1,0.1315653026103973,0,0.11611511307577933,0
./chunk_4Tanya/chunk_4.wav,117,3.159,क,0,0.0845458805561065,0,0.0724953914231943,0
./chunk_4Tanya/chunk_4.wav,118,3.186,ए,0,0.6123645305633545,0,0.6058211752217844,1
./chunk_4Tanya/chunk_4.wav,119,3.213,ए,0,0.8120467066764832,1,0.815366517818684,1
./chunk_4Tanya/chunk_4.wav,120,3.24,ए,0,0.6603190898895264,0,0.6564281253590446,1
./chunk_4Tanya/chunk_4.wav,121,3.267,ए,0,0.7778599262237549,1,0.7798556388159321,1
./chunk_4Tanya/chunk_4.wav,122,3.294,स,1,0.7041969895362854,1,0.7026630373708771,1
./chunk_4Tanya/chunk_4.wav,123,3.321,स,0,0.5071691274642944,0,0.4950401527848128,0
./chunk_4Tanya/chunk_4.wav,124,3.348,स,0,0.5789892077445984,0,0.570609523007561,1
./chunk_4Tanya/chunk_4.wav,125,3.375,स,0,0.6466619968414307,0,0.6420190922250154,1
./chunk_4Tanya/chunk_4.wav,126,3.402,ए,0,0.5234136581420898,0,0.5120969576569011,1
./chunk_4Tanya/chunk_4.wav,127,3.429,ए,0,0.3080726563930511,0,0.2892998294892149,0
./chunk_4Tanya/chunk_4.wav,128,3.456,ए,0,0.0424427799880504,0,0.03492139879380373,0
./chunk_4Tanya/chunk_4.wav,129,3.483,ए,0,0.3425328731536865,0,0.32432700102933865,0
./chunk_4Tanya/chunk_4.wav,168,4.536,म,1,0.5730506777763367,0,0.5643482515911185,1
./chunk_4Tanya/chunk_4.wav,169,4.563,म,0,0.1710541248321533,0,0.1537400881415203,0
./chunk_4Tanya/chunk_4.wav,170,4.59,म,0,0.653008222579956,0,0.6487153896040929,1
./chunk_4Tanya/chunk_4.wav,171,4.617,म,0,0.4576244652271271,0,0.44320230901052327,0
./chunk_4Tanya/chunk_4.wav,172,4.644,म,0,0.5250758528709412,0,0.5138436718334746,1
./chunk_4Tanya/chunk_4.wav,173,4.671,म,0,0.2874155640602112,0,0.26845771453738504,0
./chunk_4Tanya/chunk_4.wav,174,4.698,उ,0,0.2996813654899597,0,0.28081864364072345,0
./chunk_4Tanya/chunk_4.wav,175,4.725,उ,0,0.3805598020553589,0,0.3633135527280477,0
./chunk_4Tanya/chunk_4.wav,176,4.752,झ,1,0.7081343531608582,1,0.7068053646556478,1
./chunk_4Tanya/chunk_4.wav,177,4.779,झ,0,0.1618824303150177,0,0.1449313748203973,0
./chunk_4Tanya/chunk_4.wav,178,4.806,ए,0,0.0990902706980705,0,0.08583021143185342,0
./chunk_4Tanya/chunk_4.wav,179,4.833,ए,0,0.4310874938964844,0,0.415576732713458,0
./chunk_4Tanya/chunk_4.wav,180,4.86,म,1,0.8639558553695679,1,0.8686812573541527,1
./chunk_4Tanya/chunk_4.wav,181,4.887,म,0,0.2185323685407638,0,0.19993355596605325,0
./chunk_4Tanya/chunk_4.wav,182,4.914,अ,0,0.1382194459438324,0,0.1223980714128621,0
./chunk_4Tanya/chunk_4.wav,183,4.941,अ,0,0.0725497230887413,0,0.0616201584735112,0
./chunk_4Tanya/chunk_4.wav,184,4.968,अ,0,0.0612954720854759,0,0.05153130321755679,0
./chunk_4Tanya/chunk_4.wav,185,4.995,अ,0,0.0940780118107795,0,0.08121737277096702,0
./chunk_4Tanya/chunk_4.wav,186,5.022,अ,0,0.1960126459598541,0,0.17790489607562396,0
./chunk_4Tanya/chunk_4.wav,187,5.049,अ,0,0.556232213973999,0,0.5466255054531498,1
./chunk_4Tanya/chunk_4.wav,188,5.076,ल,1,0.8566602468490601,1,0.8612426920312984,1
./chunk_4Tanya/chunk_4.wav,189,5.103,ल,0,0.7498283982276917,1,0.750569100852302,1
./chunk_4Tanya/chunk_4.wav,190,5.13,उ,0,0.2071749418973922,0,0.18879838136244873,0
./chunk_4Tanya/chunk_4.wav,191,5.157,उ,0,0.1524158716201782,0,0.13588234052964626,0
./chunk_4Tanya/chunk_4.wav,192,5.184,उ,0,0.4906070828437805,0,0.477678197172518,0
./chunk_4Tanya/chunk_4.wav,193,5.211,उ,0,0.4622670710086822,0,0.44804626813987664,0
./chunk_4Tanya/chunk_4.wav,194,5.238,उ,0,0.5478951334953308,0,0.5378464543281493,1
./chunk_4Tanya/chunk_4.wav,195,5.265,उ,0,0.5678523778915405,0,0.5588688161094403,1
./chunk_4Tanya/chunk_4.wav,196,5.292,म,1,0.62589031457901,0,0.6200968991555611,1
./chunk_4Tanya/chunk_4.wav,197,5.319,म,0,0.4947170317173004,0,0.48198378513191587,0
./chunk_4Tanya/chunk_4.wav,198,5.346,न,0,0.3276718854904175,0,0.3091838289088476,0
./chunk_4Tanya/chunk_4.wav,199,5.373,न,0,0.1557744443416595,0,0.13908767861079566,0
./chunk_4Tanya/chunk_4.wav,200,5.4,ह,0,0.2176261991262436,0,0.19904327420208484,0
./chunk_4Tanya/chunk_4.wav,201,5.427,ह,0,0.0614498481154441,0,0.05166888587263759,0
./chunk_4Tanya/chunk_4.wav,202,5.454,इ,0,0.1175121292471885,0,0.10292936163557496,0
./chunk_4Tanya/chunk_4.wav,203,5.481,इ,0,0.0953241884708404,0,0.08236257942445464,0
./chunk_4Tanya/chunk_4.wav,204,5.508,इ,0,0.2812260389328003,0,0.2622370770702037,0
./chunk_4Tanya/chunk_4.wav,205,5.535,इ,0,0.3784404695034027,0,0.36113232909899906,0
./chunk_4Tanya/chunk_4.wav,228,6.156,फ,1,0.6001324653625488,0,0.5929127227647099,1
./chunk_4Tanya/chunk_4.wav,229,6.183,फ,0,0.6796740293502808,0,0.6768366786686921,1
./chunk_4Tanya/chunk_4.wav,230,6.21,फ,0,0.4713424444198608,0,0.4575239384219739,0
./chunk_4Tanya/chunk_4.wav,231,6.237,फ,0,0.3347457945346832,0,0.3163851660943318,0
./chunk_4Tanya/chunk_4.wav,232,6.264,इ,0,0.0471151880919933,0,0.03899997508873945,0
./chunk_4Tanya/chunk_4.wav,233,6.291,इ,0,0.474859356880188,0,0.4611997371965667,0
./chunk_4Tanya/chunk_4.wav,234,6.318,र,1,0.686238169670105,0,0.6837537324818781,1
./chunk_4Tanya/chunk_4.wav,235,6.345,र,0,0.4140747487545013,0,0.39792680579316997,0
./chunk_4Tanya/chunk_4.wav,238,6.426,अ,0,0.1439989358186721,0,0.12787480878582289,0
./chunk_4Tanya/chunk_4.wav,239,6.453,अ,0,0.0668073445558548,0,0.05645779577105229,0
./chunk_4Tanya/chunk_4.wav,240,6.48,अ,0,0.4384239912033081,0,0.4232031179871924,0
./chunk_4Tanya/chunk_4.wav,241,6.507,अ,0,0.6196650862693787,0,0.6135263888644406,1
./chunk_4Tanya/chunk_4.wav,242,6.534,अ,0,0.3210495412349701,0,0.3024538488297993,0
./chunk_4Tanya/chunk_4.wav,243,6.561,अ,0,0.7522982358932495,1,0.7531545991555316,1
./chunk_4Tanya/chunk_4.wav,244,6.588,ब,1,0.8172038197517395,1,0.8206994868219466,1
./chunk_4Tanya/chunk_4.wav,245,6.615,ब,0,0.6227433681488037,0,0.6167753973296879,1
./chunk_4Tanya/chunk_4.wav,246,6.642,ब,0,0.4965029954910278,0,0.4838553676116125,0
./chunk_4Tanya/chunk_4.wav,247,6.669,ब,0,0.5767291784286499,0,0.5682264810117794,1
./chunk_4Tanya/chunk_4.wav,276,7.452,स,0,0.5638411641120911,0,0.5546416274227514,1
./chunk_4Tanya/chunk_4.wav,277,7.479,स,0,0.5650307536125183,0,0.5558951765338849,1
./chunk_4Tanya/chunk_4.wav,278,7.506,स,0,0.6889405846595764,0,0.6866006571880837,1
./chunk_4Tanya/chunk_4.wav,279,7.532999999999999,स,0,0.5372399091720581,0,0.5266334793272421,1
./chunk_4Tanya/chunk_4.wav,280,7.56,अ,0,0.171223908662796,0,0.15390352700287319,0
./chunk_4Tanya/chunk_4.wav,281,7.587,अ,0,0.3611592054367065,0,0.34338252160263444,0
./chunk_4Tanya/chunk_4.wav,282,7.614,म,1,0.8248022198677063,1,0.8285440007239897,1
./chunk_4Tanya/chunk_4.wav,283,7.641,म,0,0.1887649297714233,0,0.17085953728523998,0
./chunk_4Tanya/chunk_4.wav,284,7.668,म,0,0.2766205668449402,0,0.2576160124163912,0
./chunk_4Tanya/chunk_4.wav,285,7.695,म,0,0.3099417090415954,0,0.2911915766163085,0
./chunk_4Tanya/chunk_4.wav,286,7.721999999999999,झ,0,0.7791284322738647,1,0.7811776820571463,1
./chunk_4Tanya/chunk_4.wav,287,7.749,झ,0,0.6717697978019714,0,0.6685042782752043,1
./chunk_4Tanya/chunk_4.wav,288,7.776,न,0,0.5801423788070679,0,0.5718255451188979,1
./chunk_4Tanya/chunk_4.wav,289,7.803,न,0,0.3672502934932709,0,0.3496312793814374,0
./chunk_4Tanya/chunk_4.wav,290,7.83,न,0,0.5940835475921631,0,0.5865305098067488,1
./chunk_4Tanya/chunk_4.wav,291,7.857,न,0,0.1410552561283111,0,0.1250830867520899,0
./chunk_4Tanya/chunk_4.wav,292,7.884,ह,0,0.2193636745214462,0,0.20075056386350834,0
./chunk_4Tanya/chunk_4.wav,293,7.911,ह,0,0.1558002829551696,0,0.13911236030761784,0
./chunk_4Tanya/chunk_4.wav,294,7.938,इ,0,0.5382875800132751,0,0.5277356114116674,1
./chunk_4Tanya/chunk_4.wav,295,7.965,इ,0,0.6282450556755066,0,0.6225822491873636,1
./chunk_4Tanya/chunk_4.wav,296,7.992,इ,0,0.5901020169258118,0,0.5823301619090204,1
./chunk_4Tanya/chunk_4.wav,297,8.019,इ,0,0.6165885925292969,0,0.6102793157247053,1
./chunk_4Tanya/chunk_4.wav,298,8.046,इ,0,0.471900075674057,0,0.45810665308700904,0
./chunk_4Tanya/chunk_4.wav,299,8.073,इ,0,0.2537949979305267,0,0.23481228703856566,0
./chunk_4Tanya/chunk_4.wav,300,8.1,अ,0,0.0770453065633773,0,0.06568176476078935,0
./chunk_4Tanya/chunk_4.wav,301,8.127,अ,0,0.0408881530165672,0,0.033570531616063506,0
./chunk_4Tanya/chunk_4.wav,302,8.154,अ,0,0.1433440893888473,0,0.1272533672728879,0
./chunk_4Tanya/chunk_4.wav,303,8.181,अ,0,0.2824461460113525,0,0.26346240192428927,0
./chunk_4Tanya/chunk_4.wav,304,8.208,अ,0,0.2878920435905456,0,0.2689370654633613,0
./chunk_4Tanya/chunk_4.wav,305,8.235,अ,0,0.2018270194530487,0,0.18357287826524937,0
./chunk_4Tanya/chunk_4.wav,306,8.262,अ,0,0.2721472978591919,0,0.25313388602439374,0
./chunk_4Tanya/chunk_4.wav,307,8.289,अ,0,0.2403905689716339,0,0.22150146508157115,0
./chunk_4Tanya/chunk_4.wav,308,8.316,र,1,0.2788913547992706,0,0.25989367432445337,0
./chunk_4Tanya/chunk_4.wav,309,8.343,र,0,0.1618095785379409,0,0.1448615675189507,0
./chunk_4Tanya/chunk_4.wav,310,8.37,अ,0,0.0610456988215446,0,0.05130875055552718,0
./chunk_4Tanya/chunk_4.wav,311,8.397,अ,0,0.207076221704483,0,0.18870181637529126,0
./chunk_4Tanya/chunk_4.wav,312,8.424,ह,1,0.0560053698718547,0,0.04683115086455074,0
./chunk_4Tanya/chunk_4.wav,313,8.451,ह,0,0.0632092729210853,0,0.05323855998800545,0
./chunk_4Tanya/chunk_4.wav,314,8.478,अ,0,0.0834845453500747,0,0.07152853355845909,0
./chunk_4Tanya/chunk_4.wav,315,8.505,अ,0,0.3651179075241089,0,0.34744275339616326,0
./chunk_4Tanya/chunk_4.wav,316,8.532,ह,1,0.94293475151062,1,0.9474766612470245,1
./chunk_4Tanya/chunk_4.wav,317,8.559,ह,0,0.5200724005699158,0,0.5085865625126217,1
./chunk_4Tanya/chunk_4.wav,318,8.586,ए,0,0.549851655960083,0,0.5399062810127636,1
./chunk_4Tanya/chunk_4.wav,319,8.613,ए,0,0.4041054248809814,0,0.3876081375118621,0
./chunk_4Tanya/chunk_4.wav,324,8.748,इ,0,0.2432329356670379,0,0.22431878398561705,0
./chunk_4Tanya/chunk_4.wav,325,8.775,इ,0,0.1382172852754593,0,0.12239602730341423,0
./chunk_4Tanya/chunk_4.wav,326,8.802,स,1,0.6010071039199829,0,0.5938356294834017,1
./chunk_4Tanya/chunk_4.wav,327,8.829,स,0,0.7032901644706726,1,0.7017088171727698,1
./chunk_4Tanya/chunk_4.wav,328,8.856,स,0,0.4445046484470367,0,0.42953060032760376,0
./chunk_4Tanya/chunk_4.wav,329,8.883,स,0,0.5924392342567444,0,0.58479576932799,1
./chunk_4Tanya/chunk_4.wav,330,8.91,ल,0,0.621625542640686,0,0.6155955715796967,1
./chunk_4Tanya/chunk_4.wav,331,8.937,ल,0,0.3849715292453766,0,0.3678571206472017,0
./chunk_4Tanya/chunk_4.wav,332,8.964,ल,0,0.2714332342147827,0,0.25241898873170726,0
./chunk_4Tanya/chunk_4.wav,333,8.991,ल,0,0.3652334213256836,0,0.3475612824944405,0
./chunk_4Tanya/chunk_4.wav,334,9.018,इ,0,0.295963853597641,0,0.27706768438566165,0
./chunk_4Tanya/chunk_4.wav,335,9.045,इ,0,0.1424082666635513,0,0.1263656782788419,0
./chunk_4Tanya/chunk_4.wav,336,9.072,ए,0,0.1524291485548019,0,0.13589500048684783,0
./chunk_4Tanya/chunk_4.wav,337,9.099,ए,0,0.2213204056024551,0,0.20267468140058595,0
./chunk_4Tanya/chunk_4.wav,338,9.126,ए,0,0.4889650344848633,0,0.4759585370460027,0
./chunk_4Tanya/chunk_4.wav,339,9.153,ए,0,0.8235456347465515,1,0.8272478171451492,1
./chunk_4Tanya/chunk_4.wav,340,9.18,त,1,0.6326358914375305,0,0.6272165714659942,1
./chunk_4Tanya/chunk_4.wav,341,9.207,त,0,0.1973908841609954,0,0.17924716487956238,0
./chunk_4Tanya/chunk_4.wav,342,9.234,अ,0,0.0176522340625524,0,0.013839678034020409,0
./chunk_4Tanya/chunk_4.wav,343,9.261,अ,0,0.0431007668375968,0,0.03549409652879352,0
./chunk_4Tanya/chunk_4.wav,344,9.288,अ,0,0.5246732234954834,0,0.5134205468185354,1
./chunk_4Tanya/chunk_4.wav,345,9.315,अ,0,0.6202653646469116,0,0.6141599567694986,1
./chunk_4Tanya/chunk_4.wav,346,9.342,अ,0,0.8019763827323914,1,0.8049335158394271,1
./chunk_4Tanya/chunk_4.wav,347,9.369,अ,0,0.715829610824585,1,0.7148971185715975,1
./chunk_4Tanya/chunk_4.wav,348,9.396,त,1,0.4312764406204223,0,0.41577303427449375,0
./chunk_4Tanya/chunk_4.wav,349,9.423,उ,0,0.2222547233104705,0,0.20359393965955577,0
./chunk_4Tanya/chunk_4.wav,350,9.45,उ,0,0.2407115250825882,0,0.22181945043496673,0
./chunk_4Tanya/chunk_4.wav,351,9.477,म,1,0.8577213883399963,1,0.8623258840031863,1
./chunk_4Tanya/chunk_4.wav,352,9.504,म,0,0.5761211514472961,0,0.5675853977080836,1
./chunk_4Tanya/chunk_4.wav,353,9.531,ह,0,0.3098608255386352,0,0.29110969110600277,0
./chunk_4Tanya/chunk_4.wav,354,9.558,ह,0,0.3028952181339264,0,0.28406458806194446,0
./chunk_4Tanya/chunk_4.wav,355,9.585,ए,0,0.365658700466156,0,0.3479976884381344,0
./chunk_4Tanya/chunk_4.wav,356,9.612,स,1,0.6911379098892212,0,0.6889151229759005,1
./chunk_4Tanya/chunk_4.wav,357,9.639,स,0,0.8051276206970215,1,0.8082008941040064,1
./chunk_4Tanya/chunk_4.wav,358,9.666,स,0,0.7589202523231506,1,0.760082165706422,1
./chunk_4Tanya/chunk_4.wav,359,9.693,स,0,0.8490071296691895,1,0.8534184001595493,1
./chunk_4Tanya/chunk_4.wav,360,9.72,स,0,0.2142313867807388,0,0.19571080097565324,0
./chunk_4Tanya/chunk_4.wav,361,9.747,स,0,0.0189300719648599,0,0.01489688933511405,0
./chunk_4Tanya/chunk_4.wav,362,9.774,अ,0,0.0823776423931121,0,0.07052110656522963,0
./chunk_4Tanya/chunk_4.wav,363,9.801,अ,0,0.0556717216968536,0,0.04653567774190433,0
./chunk_4Tanya/chunk_4.wav,364,9.828,अ,0,0.4061464071273803,0,0.3897191372780194,0
./chunk_4Tanya/chunk_4.wav,365,9.855,अ,0,0.6902782917022705,0,0.6880097174159764,1
./chunk_4Tanya/chunk_4.wav,366,9.882,थ,1,0.8514107465744019,1,0.8558780342222381,1
./chunk_4Tanya/chunk_4.wav,367,9.909,थ,0,0.3091974556446075,0,0.2904381710407533,0
./chunk_4Tanya/chunk_4.wav,368,9.936,ल,0,0.4154806733131408,0,0.3993834606689786,0
./chunk_4Tanya/chunk_4.wav,369,9.963,ल,0,0.4362177550792694,0,0.42090878366343043,0
./chunk_4Tanya/chunk_4.wav,370,9.99,अ,0,0.3964297771453857,0,0.37967628055357266,0
./chunk_4Tanya/chunk_4.wav,371,10.017,अ,0,0.2175947427749633,0,0.19901237503672145,0
./chunk_4Tanya/chunk_4.wav,372,10.044,अ,0,0.2945359051227569,0,0.27562794645092165,0
./chunk_4Tanya/chunk_4.wav,373,10.071,अ,0,0.511394202709198,0,0.4994740007548984,0
./chunk_4Tanya/chunk_4.wav,374,10.098,य,1,0.6657833456993103,0,0.6621915228819786,1
./chunk_4Tanya/chunk_4.wav,375,10.125,य,0,0.3701948523521423,0,0.3526550098132972,0
./chunk_4Tanya/chunk_4.wav,376,10.152,अ,0,0.3308961391448974,0,0.31246458777688335,0
./chunk_4Tanya/chunk_4.wav,377,10.179,अ,0,0.3095977008342743,0,0.2908433191711469,0
./chunk_4Tanya/chunk_4.wav,378,10.206,अ,0,0.2232729643583297,0,0.20459614441131746,0
./chunk_4Tanya/chunk_4.wav,379,10.233,अ,0,0.3580109775066376,0,0.3401560792799198,0
./chunk_4Tanya/chunk_4.wav,380,10.26,ह,1,0.2257279753684997,0,0.2070140943455757,0
./chunk_4Tanya/chunk_4.wav,381,10.287,ह,0,0.1382810473442077,0,0.12245635074973422,0
./chunk_4Tanya/chunk_4.wav,382,10.314,उ,0,0.1628003865480423,0,0.14581119021223174,0
./chunk_4Tanya/chunk_4.wav,383,10.341,उ,0,0.1709322929382324,0,0.15362281748578532,0
./chunk_4Tanya/chunk_4.wav,420,11.34,क,1,0.8918546438217163,1,0.8969197127952075,1
./chunk_4Tanya/chunk_4.wav,421,11.367,क,0,0.7457342743873596,1,0.746281306977489,1
./chunk_4Tanya/chunk_4.wav,422,11.394,अ,0,0.1626758575439453,0,0.14569181142856857,0
./chunk_4Tanya/chunk_4.wav,423,11.421,अ,0,0.1287443041801452,0,0.1134589852770421,0
./chunk_4Tanya/chunk_4.wav,424,11.448,अ,0,0.1947371512651443,0,0.17666339853960777,0
./chunk_4Tanya/chunk_4.wav,425,11.475,अ,0,0.6743485331535339,0,0.6712230575635261,1
./chunk_4Tanya/chunk_4.wav,426,11.502,र,1,0.8848422169685364,1,0.8898555188597606,1
./chunk_4Tanya/chunk_4.wav,427,11.529,र,0,0.586995005607605,0,0.5790527506815683,1
./chunk_4Tanya/chunk_4.wav,428,11.556,र,0,0.8329771757125854,1,0.836965424743568,1
./chunk_4Tanya/chunk_4.wav,429,11.583,र,0,0.3161774575710296,0,0.2975099419150795,0
./chunk_4Tanya/chunk_4.wav,434,11.718,ए,0,0.0923580825328826,0,0.07963863825638227,0
./chunk_4Tanya/chunk_4.wav,435,11.745,ए,0,0.4661345779895782,0,0.45208383293434157,0
./chunk_4Tanya/chunk_4.wav,436,11.772,य,1,0.3752290308475494,0,0.3578289158352049,0
./chunk_4Tanya/chunk_4.wav,437,11.799,य,0,0.2674490809440613,0,0.24843314885324622,0
./chunk_4Tanya/chunk_4.wav,438,11.826,र,0,0.3617607653141022,0,0.343999282684569,0
./chunk_4Tanya/chunk_4.wav,439,11.853,र,0,0.4485853910446167,0,0.43378022182343784,0
